"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"	"metadata"
"ENSMUSG00000024013"	95	184	83	75	59	398	87	2911	222	133	448	87	183	347	59	3929	401	130	510	200	68	153	438	18	3541	204	"Fgd2 FYVE, RhoGEF and PH domain containing 2"
"ENSMUSG00000024026"	4058	4591	4282	2893	41829	2155	7839	2697	1040	1468	2406	1919	12896	1235	3752	693	383	1959	2451	2505	2389	13893	1343	4298	1519	486	"Glo1 glyoxalase 1"
"ENSMUSG00000024027"	213	205	0	19	7	2705	1	11	77	47	225	45	6	3007	0	0	30	72	366	8	36	6	1814	4	3	72	"Glp1r glucagon-like peptide 1 receptor"
"ENSMUSG00000024033"	107	14	18	14	2	506	112	20	30338	172	49	14	2	623	122	16	28317	90	33	13	135	6	405	102	15	35598	"Rsph1 radial spoke head 1 homolog (Chlamydomonas)"
"ENSMUSG00000024039"	456	16	9	9866	19268	144	12	6	52	669	834	6279	28861	109	14	6	31	554	1142	0	12007	19020	116	4	10	74	"Cbs cystathionine beta-synthase"
"ENSMUSG00000024049"	74	334	17289	90	27	299	109075	325	101	76	394	166	43	507	88977	233	142	29	291	12138	68	29	462	41023	260	95	"Myom1 myomesin 1"
"ENSMUSG00000024056"	10	194	37	10	5	26	6	263	717	6	206	11	7	47	15	282	837	9	118	38	18	6	22	26	389	741	"Ndc80 NDC80 kinetochore complex component"
"ENSMUSG00000024059"	1398	31	3294	791	31	929	2059	16	15426	1265	57	730	28	912	4838	11	18917	1468	95	2458	826	24	873	3426	19	16251	"Clip4 CAP-GLY domain containing linker protein family, member 4"
"ENSMUSG00000024064"	544	1	0	2540	26	0	3	12	76	564	3	1887	6	3	5	18	98	644	0	0	2280	6	0	0	12	202	"Galnt14 polypeptide N-acetylgalactosaminyltransferase 14"
"ENSMUSG00000024066"	223	49837	3080	591	5075	5552	1896	393	117	68	33130	839	9221	4485	1303	1228	115	116	18207	5358	491	6178	9704	1591	1089	95	"Xdh xanthine dehydrogenase"
"ENSMUSG00000024076"	85	10	306	3	0	42	50	4	1573	84	17	5	1	24	163	2	1348	66	19	191	10	0	10	197	13	2360	"Vit vitrin"
"ENSMUSG00000024109"	11104	25	99	2	147	63	9	57	120	10551	15	1	106	43	51	30	146	10455	31	55	4	68	30	33	81	106	"Nrxn1 neurexin I"
"ENSMUSG00000024112"	1051	307	18	9	0	5	34	60	8881	1579	521	26	3	18	118	309	10571	2136	423	8	46	3	24	113	251	8765	"Cacna1h calcium channel, voltage-dependent, T type, alpha 1H subunit"
"ENSMUSG00000024118"	148	164	101	75	1355	116	79	222	106	173	190	82	3367	170	85	186	103	179	153	110	62	1795	131	120	348	112	"Tedc2 tubulin epsilon and delta complex 2"
"ENSMUSG00000024131"	2	4431	5	14245	1818	10	1	13	22	6	3022	11670	919	5	5	13	12	5	1883	0	11868	1977	7	0	10	13	"Slc3a1 solute carrier family 3, member 1"
"ENSMUSG00000024140"	3527	3876	3738	4251	3056	36811	5448	3012	1143	1820	2219	4967	6989	28197	3956	2890	1224	1725	2689	5375	4568	6037	64922	7973	2814	989	"Epas1 endothelial PAS domain protein 1"
"ENSMUSG00000024143"	1584	901	2621	1057	648	1333	15193	1228	170	679	653	1467	313	1064	10071	1016	152	680	770	2403	1287	385	1239	6779	1099	123	"Rhoq ras homolog family member Q"
"ENSMUSG00000024164"	55	1351	5086	297	263372	16078	7024	15904	538	14	3074	1025	396930	5901	4075	18242	146	11	6793	9633	3031	384654	19592	6535	21101	603	"C3 complement component 3"
"ENSMUSG00000024169"	632	451	355	528	419	559	259	1150	21182	917	353	480	517	362	200	2112	17539	674	378	204	620	564	565	274	1385	20119	"Ift140 intraflagellar transport 140"
"ENSMUSG00000024175"	14	3	0	0	0	238	2	0	7749	16	0	1	0	158	1	0	4789	31	6	0	36	0	139	0	0	6070	"Tekt4 tektin 4"
"ENSMUSG00000024176"	890	8	9	3	2	6	29	22	348	731	6	7	1	4	26	21	375	673	64	17	10	0	13	77	12	357	"Sox8 SRY (sex determining region Y)-box 8"
"ENSMUSG00000024206"	41	82	76	103	38	427	107	202	12770	87	97	94	46	295	146	241	13362	72	107	149	203	21	557	131	610	11891	"Rfx2 regulatory factor X, 2 (influences HLA class II expression)"
"ENSMUSG00000024210"	19	3	219	21	0	41	928	16	9	13	5	15	0	67	1173	21	13	18	8	183	26	0	86	1813	19	19	"Ip6k3 inositol hexaphosphate kinase 3"
"ENSMUSG00000024215"	7	201	2	2	0	50	5	0	38	12	308	2	1	33	7	2	20	15	335	0	8	0	32	7	0	131	"Spdef SAM pointed domain containing ets transcription factor"
"ENSMUSG00000024236"	210	1861	4181	1033	1472	3184	19858	784	457	207	1313	858	1601	2253	18695	1183	469	225	1349	3910	878	1481	3635	9735	1012	318	"Svil supervillin"
"ENSMUSG00000024254"	5	2382	5	3	4917	8	0	6	43	1	6904	9	7055	0	1	7	146	2	3183	0	6	4530	2	0	1	61	"Abcg8 ATP binding cassette subfamily G member 8"
"ENSMUSG00000024268"	8559	41	30	23	15	46	13	100	189	8790	57	11	8	43	39	63	243	10666	114	34	8	41	39	15	30	204	"Celf4 CUGBP, Elav-like family member 4"
"ENSMUSG00000024269"	1330	133	463	356	339	288	474	312	5540	1154	182	382	248	354	534	225	5526	1043	167	459	240	197	273	219	229	5682	"Tpgs2 tubulin polyglutamylase complex subunit 2"
"ENSMUSG00000024292"	94	8044	5	19	10482	10	0	3	50	153	21415	38	13742	0	2	9	27	139	12507	0	42	11475	2	0	10	32	"Cyp4f14 cytochrome P450, family 4, subfamily f, polypeptide 14"
"ENSMUSG00000024317"	375	354	313	312	637	425	251	690	9789	302	305	334	354	569	258	507	9492	347	378	217	258	379	360	135	449	8967	"Rnf138 ring finger protein 138"
"ENSMUSG00000024330"	614	74	46	24	35	40	256	277	100	690	55	15	60	33	395	303	221	758	76	55	40	156	77	1850	214	115	"Col11a2 collagen, type XI, alpha 2"
"ENSMUSG00000024331"	31	4895	1119	47	3230	31	1	483	8	15	3107	59	1889	18	10	270	1	24	2113	628	62	2101	30	4	426	9	"Dsc2 desmocollin 2"
"ENSMUSG00000024334"	1	75	2	4	1	89	2	1419	2	2	170	7	10	175	0	1486	3	2	211	4	2	3	80	0	1232	2	"H2-Oa histocompatibility 2, O region alpha locus"
"ENSMUSG00000024347"	1596	20	2	10	0	16	6	53	36	1312	14	7	1	6	10	65	57	1159	25	4	14	3	22	7	91	32	"Psd2 pleckstrin and Sec7 domain containing 2"
"ENSMUSG00000024352"	36	20	37	60	44	90	29	66	3086	39	20	52	30	57	29	29	2557	38	35	17	66	24	44	26	51	3242	"Spata24 spermatogenesis associated 24"
"ENSMUSG00000024354"	17	324	9	5438	2871	363	14	114	50	18	1176	5957	3075	316	21	67	64	23	258	4	5960	3902	245	26	65	32	"Slc23a1 solute carrier family 23 (nucleobase transporters), member 1"
"ENSMUSG00000024371"	42	133	106	226	3181	337	224	431	257	23	227	370	2991	136	54	225	141	17	200	51	443	3490	213	73	220	172	"C2 complement component 2 (within H-2S)"
"ENSMUSG00000024381"	4413	998	362	484	651	496	31533	3200	76	6350	1385	429	538	1035	30776	3831	93	5444	1656	747	538	685	955	26581	2531	55	"Bin1 bridging integrator 1"
"ENSMUSG00000024386"	0	12	0	4753	25254	19	1	0	287	1	88	3914	23913	15	0	0	309	0	58	0	7344	20295	5	7	0	403	"Proc protein C"
"ENSMUSG00000024388"	2	15106	18	2447	10	5	3	0	76	1	17674	2364	13	9	15	0	64	6	12189	13	3193	0	6	4	0	149	"Myo7b myosin VIIB"
"ENSMUSG00000024397"	109	148	136	23	88	85	27	826	5962	95	458	48	208	128	35	935	10001	144	349	170	56	85	44	36	467	11044	"Aif1 allograft inflammatory factor 1"
"ENSMUSG00000024399"	2	198	30	17	20	270	8	4899	6	1	86	13	25	170	0	2300	11	12	853	59	18	21	295	26	3688	6	"Ltb lymphotoxin B"
"ENSMUSG00000024403"	7425	56	64	97	53	76	79	133	233	6792	117	111	65	67	113	213	370	8554	72	47	73	59	89	84	155	210	"Atp6v1g2 ATPase, H+ transporting, lysosomal V1 subunit G2"
"ENSMUSG00000024423"	9706	461	1168	1057	669	1073	792	938	253	6324	310	904	456	967	928	734	248	6825	318	1061	918	599	876	529	878	204	"Impact impact, RWD domain protein"
"ENSMUSG00000024424"	730	885	141	2386	23626	133	104	41	1838	605	1188	1664	26791	133	126	60	1907	702	851	106	2244	28559	128	91	53	1772	"Ttc39c tetratricopeptide repeat domain 39C"
"ENSMUSG00000024430"	350	24	21	50	484	15	31	15	14705	298	39	47	482	8	54	9	14166	356	33	21	56	223	8	26	10	13240	"Cabyr calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)"
"ENSMUSG00000024437"	130	528	108	498	295	60	87	136	178	8	12	26	8	4	7	11	28	12	14	0	68	6	4	7	8	21	"NA NA"
"ENSMUSG00000024462"	17241	388	622	744	79	1057	354	1114	646	15252	367	783	111	793	524	1468	737	14422	520	654	500	223	1508	405	1193	605	"Gabbr1 gamma-aminobutyric acid (GABA) B receptor, 1"
"ENSMUSG00000024481"	5	5	396	2	0	38	273	10	59	3	15	3	1	16	258	6	33	26	2	501	2	0	52	157	12	34	"Lvrn laeverin"
"ENSMUSG00000024500"	2871	18	2	55	1	147	28	16	2652	2770	31	64	2	86	34	12	2925	3098	27	0	62	3	65	15	19	2478	"Ppp2r2b protein phosphatase 2, regulatory subunit B, beta"
"ENSMUSG00000024524"	3276	64	23	29	24	70	70	70	130	3674	22	24	36	33	41	67	163	2144	35	17	26	47	53	33	93	117	"Gnal guanine nucleotide binding protein, alpha stimulating, olfactory type"
"ENSMUSG00000024526"	92	7	815	2	0	54	322	1	156	62	18	678	4	33	70	2	151	80	21	628	493	0	20	7593	1	157	"Cidea cell death-inducing DNA fragmentation factor, alpha subunit-like effector A"
"ENSMUSG00000024534"	157	60	396	127	31	104	162	46	1451	94	40	108	35	84	80	45	1296	84	87	463	131	32	67	157	50	1519	"Sncaip synuclein, alpha interacting protein (synphilin)"
"ENSMUSG00000024556"	556	8238	433	144	105	683	183	1587	598	489	10494	201	116	645	150	1310	507	505	9339	484	129	264	681	190	1718	713	"Me2 malic enzyme 2, NAD(+)-dependent, mitochondrial"
"ENSMUSG00000024558"	1157	37	37	1189	34	9	2	5	70	1197	25	909	38	9	14	1	79	1246	35	93	1138	76	36	22	7	11	"Mapk4 mitogen-activated protein kinase 4"
"ENSMUSG00000024565"	129	1	2	78	0	0	0	0	193	85	0	68	0	0	0	0	391	179	0	0	101	0	0	0	0	193	"Sall3 spalt like transcription factor 3"
"ENSMUSG00000024593"	875	3	71	1	0	7	68	1	46	621	5	1	0	5	77	4	23	521	8	102	4	3	9	69	4	51	"Megf10 multiple EGF-like-domains 10"
"ENSMUSG00000024598"	117	48	58	9	0	41	8	23	2075	127	29	1	1	15	11	20	1470	182	52	30	12	3	62	18	14	1785	"Fbn2 fibrillin 2"
"ENSMUSG00000024610"	54	10677	1474	2863	856	17876	1611	76901	183	41	69382	4926	4139	14173	1804	108222	407	34	47265	7392	3426	1777	21833	1605	80426	108	"Cd74 CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
"ENSMUSG00000024617"	41391	58	624	21	5	93	29052	143	8	62431	69	19	2	33	28889	136	8	66237	72	382	16	32	100	17532	128	9	"Camk2a calcium/calmodulin-dependent protein kinase II alpha"
"ENSMUSG00000024644"	1028	9553	1004	73814	1467	1683	890	1600	1226	1035	18657	41309	2164	1923	968	1636	1440	1011	8261	1405	59694	1616	1777	1153	1427	1475	"Cndp2 CNDP dipeptidase 2 (metallopeptidase M20 family)"
"ENSMUSG00000024654"	4389	157	820	380	785	447	2116	863	25904	4183	140	219	564	277	3368	761	27818	3942	254	1015	397	655	302	1952	755	37624	"Asrgl1 asparaginase like 1"
"ENSMUSG00000024663"	178	87	576	1103	224	244	298	1127	12436	216	166	859	174	195	319	1121	12200	234	198	1078	1086	206	273	361	2490	15795	"Rab3il1 RAB3A interacting protein (rabin3)-like 1"
"ENSMUSG00000024665"	4633	3254	415	5917	18359	2273	157	422	7356	3140	2649	5773	26198	966	259	320	5394	3502	2922	492	6659	48974	1934	339	789	5426	"Fads2 fatty acid desaturase 2"
"ENSMUSG00000024669"	3	49	5	7	7	85	3	816	8	4	96	7	12	82	2	944	16	3	173	59	8	3	87	11	548	26	"Cd5 CD5 antigen"
"ENSMUSG00000024670"	15	78	5	8	6	121	3	939	2	45	248	10	11	109	2	966	2	15	248	30	2	12	77	11	586	2	"Cd6 CD6 antigen"
"ENSMUSG00000024673"	1	341	16	10	32	392	0	12145	17	2	408	14	19	1073	2	8803	25	0	622	34	0	6	258	0	8480	30	"Ms4a1 membrane-spanning 4-domains, subfamily A, member 1"
"ENSMUSG00000024675"	0	26	18	7	7	99	1	703	4	1	43	13	5	228	1	793	2	0	60	13	6	15	59	0	772	4	"Ms4a4c membrane-spanning 4-domains, subfamily A, member 4C"
"ENSMUSG00000024677"	14	214	251	38	54	502	68	2386	29	16	305	51	40	592	34	2337	21	14	326	412	24	47	322	44	1622	32	"Ms4a6b membrane-spanning 4-domains, subfamily A, member 6B"
"ENSMUSG00000024691"	71	547	633	84	110	751	212	3849	13	48	421	87	81	819	207	2970	13	64	574	828	73	79	452	164	3264	11	"Fam111a family with sequence similarity 111, member A"
"ENSMUSG00000024713"	432	6702	150	1141	441	1092	252	71	114	386	5532	939	488	443	163	156	104	505	4118	153	405	458	559	343	119	55	"Pcsk5 proprotein convertase subtilisin/kexin type 5"
"ENSMUSG00000024726"	86	52	147	64	127	49	2523	80	102	87	72	85	97	81	2298	57	143	21	37	110	46	53	41	752	53	53	"Carnmt1 carnosine N-methyltransferase 1"
"ENSMUSG00000024727"	31	12	12	159	18	1291	9	4	906	38	20	214	0	1058	19	11	900	5	8	13	147	85	739	7	2	976	"Trpm6 transient receptor potential cation channel, subfamily M, member 6"
"ENSMUSG00000024730"	0	3722	5	1	18	141	17	36	4	0	6073	1	15	176	6	54	6	3	3271	21	0	12	78	11	41	2	"Ms4a8a membrane-spanning 4-domains, subfamily A, member 8A"
"ENSMUSG00000024736"	1515	73	115	86	23	196	78	147	60	2012	96	71	55	113	64	152	42	2600	147	153	218	41	303	252	94	25	"Tmem132a transmembrane protein 132A"
"ENSMUSG00000024743"	7069	182	580	117	33	579	71	19	1180	9510	299	210	77	436	94	20	1130	10230	202	569	153	79	846	164	29	1180	"Syt7 synaptotagmin VII"
"ENSMUSG00000024747"	34	1023	48	44	5738	3082	83	36	276	16	1552	397	8458	2810	86	71	229	14	1167	25	496	5494	1565	317	126	325	"Aldh1a7 aldehyde dehydrogenase family 1, subfamily A7"
"ENSMUSG00000024766"	90	105	164	1611	32	252	126	102	115	81	89	1385	27	375	172	144	127	54	81	246	872	26	335	66	103	76	"Lipo3 lipase, member O3"
"ENSMUSG00000024785"	297	446	207	435	7898	267	438	455	139	249	498	430	6688	338	409	451	167	265	558	344	487	5940	305	496	583	208	"Rcl1 RNA terminal phosphate cyclase-like 1"
"ENSMUSG00000024791"	5	249	14	13	10	19	8	262	698	4	267	11	9	25	1	227	1096	2	285	55	8	9	19	4	503	904	"Cdca5 cell division cycle associated 5"
"ENSMUSG00000024798"	406	5	30	2	10	7	31	13	4	297	3	2	2	8	32	34	0	272	31	47	2	3	3	29	26	8	"Htr7 5-hydroxytryptamine (serotonin) receptor 7"
"ENSMUSG00000024799"	319	360	46	197	4263	145	143	139	211	404	435	249	5958	141	150	128	215	443	341	55	163	4927	149	124	99	195	"Tm7sf2 transmembrane 7 superfamily member 2"
"ENSMUSG00000024803"	3	0	46521	33	2	651	55	1	4	2	3	43	11	778	266	3	2	0	17	39039	56	15	780	383	0	9	"Ankrd1 ankyrin repeat domain 1 (cardiac muscle)"
"ENSMUSG00000024818"	45	6079	269	841	792	351	57	655	311	62	7102	832	1165	405	69	651	275	47	5413	459	1144	931	387	77	753	416	"Slc25a45 solute carrier family 25, member 45"
"ENSMUSG00000024827"	391	2	12	1330	5267	0	0	1	184	419	8	2702	7829	3	4	1	193	416	10	34	2067	4753	8	0	0	174	"Gldc glycine decarboxylase"
"ENSMUSG00000024846"	32	297	55	1	1	2	211	1	20	34	676	1	0	0	227	2	25	55	489	115	0	0	2	226	0	13	"Cst6 cystatin E/M"
"ENSMUSG00000024855"	1914	346	659	344	154	1121	594	1697	9898	1975	371	447	209	1006	476	2063	9830	2214	541	828	475	176	1759	631	2212	10285	"Pacs1 phosphofurin acidic cluster sorting protein 1"
"ENSMUSG00000024866"	33	1485	463	65873	2810	79	133	68	97	26	3039	55258	3269	123	37	55	161	28	1446	386	56212	2283	118	106	52	106	"Acy3 aspartoacylase (aminoacylase) 3"
"ENSMUSG00000024871"	18	37	2382	34	46	35	10	141	7	50	68	44	44	61	22	88	18	54	68	1380	87	71	40	44	76	8	"Doc2g double C2, gamma"
"ENSMUSG00000024883"	709	113	83	50	9	109	31	27	932	1216	77	59	13	65	29	32	728	1835	97	110	58	12	122	36	34	770	"Rin1 Ras and Rab interactor 1"
"ENSMUSG00000024887"	1235	13545	684	2420	1516	693	790	271	189	462	16164	2115	759	487	542	299	161	454	5832	645	1676	1736	553	463	225	149	"Asah2 N-acylsphingosine amidohydrolase 2"
"ENSMUSG00000024897"	5915	87	175	40	9	150	56	141	4061	3836	100	74	22	117	101	160	4363	4665	116	187	42	18	380	88	218	5298	"Apba1 amyloid beta (A4) precursor protein binding, family A, member 1"
"ENSMUSG00000024899"	342	110314	735	7325	3106	613	420	308	191	268	40747	8278	8334	507	274	314	158	304	52769	807	9564	5294	979	398	228	293	"Papss2 3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"ENSMUSG00000024905"	3	9	69	9	65	8	6	16	6695	6	5	9	60	25	25	15	6535	3	17	34	18	59	11	40	18	6563	"Tesmin testis expressed metallothionein like"
"ENSMUSG00000024922"	1	1921	0	500	1	49	3	6	384	1	1324	346	2	42	7	5	389	3	1119	0	522	0	40	7	9	446	"Ovol1 ovo like zinc finger 1"
"ENSMUSG00000024924"	2559	152	7891	2673	131	1278	12393	164	64	2328	92	2483	44	1053	19112	91	50	1976	109	4798	2890	29	1092	8987	104	47	"Vldlr very low density lipoprotein receptor"
"ENSMUSG00000024935"	1850	436	69	5649	2	448	68	6	17	1699	478	4977	1	284	101	4	11	2202	359	89	4925	3	411	102	2	8	"Slc1a1 solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
"ENSMUSG00000024937"	292	2324	3655	363	237	1030	23474	2784	4004	534	2970	497	470	1277	28003	3631	5764	532	2974	3341	618	358	1566	24614	4572	4231	"Ehbp1l1 EH domain binding protein 1-like 1"
"ENSMUSG00000024957"	211	28	16	25	7	10	12	9	33	335	22	43	12	16	7	8	35	384	17	30	34	18	6	15	9	70	"Kcnk4 potassium channel, subfamily K, member 4"
"ENSMUSG00000024960"	327	15025	498	1106	625	1730	738	585	616	337	15214	1153	992	1399	696	878	702	246	13728	751	1670	1014	2830	781	841	573	"Plcb3 phospholipase C, beta 3"
"ENSMUSG00000024965"	47	363	193	117	100	703	76	6110	69	91	693	122	312	892	96	5555	51	86	1024	522	197	182	985	153	5870	53	"Fermt3 fermitin family member 3"
"ENSMUSG00000024972"	9	231	12	17	0	134	747	3	27	17	109	56	0	70	132	6	13	11	217	8	44	0	69	668	3	13	"Lgals12 lectin, galactose binding, soluble 12"
"ENSMUSG00000024981"	1380	42150	1115	842	13632	4725	282	2088	658	1223	61508	1885	12351	5082	259	2065	952	1612	31550	1452	1887	11182	3676	1875	2642	891	"Acsl5 acyl-CoA synthetase long-chain family member 5"
"ENSMUSG00000024986"	49	99	180	60	7455	386	93	1554	56	20	126	57	1592	462	54	1201	35	35	157	221	34	2544	397	66	1303	53	"Hhex hematopoietically expressed homeobox"
"ENSMUSG00000024989"	9	341	78	19	1	36	8	141	1212	11	153	12	5	19	12	136	977	6	246	98	20	12	42	11	141	1275	"Cep55 centrosomal protein 55"
"ENSMUSG00000024990"	182	48	71	6	124703	417	346	11	76	153	105	47	109112	271	90	2	79	235	56	68	42	83953	367	613	12	87	"Rbp4 retinol binding protein 4, plasma"
"ENSMUSG00000025007"	458	4456	251	59	22	283	172	607	185	452	4225	83	53	234	278	824	203	382	3313	399	70	29	283	321	1206	176	"Aldh18a1 aldehyde dehydrogenase 18 family, member A1"
"ENSMUSG00000025017"	64	452	145	68	5412	1403	76	3499	123	77	422	66	3322	1071	46	3617	176	63	498	335	60	7503	1191	80	3545	102	"Pik3ap1 phosphoinositide-3-kinase adaptor protein 1"
"ENSMUSG00000025020"	1854	7	7	5	2	0	76	5	32	2069	11	2	9	3	67	63	375	2901	2	8	14	0	1	36	14	32	"Slit1 slit guidance ligand 1"
"ENSMUSG00000025037"	1106	33300	260	220	375	1315	357	127	186	624	25155	250	195	1333	441	145	146	673	21538	314	183	135	1007	347	141	199	"Maoa monoamine oxidase A"
"ENSMUSG00000025058"	2	22	30	9	6	58	6	335	1	5	48	8	9	89	5	324	2	5	50	55	0	0	35	7	251	0	"Tasl TLR adaptor interacting with endolysosomal SLC15A4"
"ENSMUSG00000025059"	682	2957	679	14933	3546	335	26	143	51	495	1467	14454	1815	255	27	107	31	609	715	454	12307	3205	199	690	126	123	"Gk glycerol kinase"
"ENSMUSG00000025068"	586	16952	4429	384	5200	2563	943	601	123	467	18805	733	3264	2747	1042	605	153	437	11222	2063	262	2967	1085	788	545	70	"Gsto1 glutathione S-transferase omega 1"
"ENSMUSG00000025075"	1	277	67	4331	7764	1	115	0	1	2	230	3830	7695	6	161	0	1	0	407	64	5195	9857	3	179	1	0	"Habp2 hyaluronic acid binding protein 2"
"ENSMUSG00000025076"	71	7040	555	244	1093	525	242	341	73	60	7998	265	1223	597	163	403	62	72	5312	688	405	1631	506	299	501	123	"Casp7 caspase 7"
"ENSMUSG00000025089"	1104	31	461	1546	4504	440	164	5	148	822	26	120	5230	293	252	11	236	740	31	454	1019	7057	236	146	17	210	"Gfra1 glial cell line derived neurotrophic factor family receptor alpha 1"
"ENSMUSG00000025092"	7091	265	749	1032	71	587	555	150	794	7246	388	875	80	443	526	273	954	7033	184	768	820	76	450	383	140	649	"Hspa12a heat shock protein 12A"
"ENSMUSG00000025094"	1090	110	111	57	117	73	54	125	73	128	80	78	62	90	132	74	52	154	89	64	34	79	51	66	150	51	"Slc18a2 solute carrier family 18 (vesicular monoamine), member 2"
"ENSMUSG00000025127"	2	16	7	505	9176	7	1	1	4	1	20	496	13219	8	0	2	3	0	31	0	651	8305	33	7	1	2	"Gcgr glucagon receptor"
"ENSMUSG00000025141"	64	1	557	1	0	5	1678	20	1	32	5	1	0	10	1611	3	0	41	8	454	0	0	7	1281	13	2	"Myadml2 myeloid-associated differentiation marker-like 2"
"ENSMUSG00000025150"	10	3	1262	250	6	84990	4156	96	66	11	22	79	3	58025	1160	24	37	8	29	1376	70	0	63264	847	38	38	"Cbr2 carbonyl reductase 2"
"ENSMUSG00000025154"	93	501	173	54	108	153	1126	817	4734	88	415	58	126	167	862	935	4300	86	388	187	75	118	127	566	1637	4420	"Arhgap19 Rho GTPase activating protein 19"
"ENSMUSG00000025161"	49	657	58	18	12	161	13175	135	826	40	983	28	16	138	7587	163	861	83	679	115	24	3	258	11198	202	889	"Slc16a3 solute carrier family 16 (monocarboxylic acid transporters), member 3"
"ENSMUSG00000025163"	8	765	16	8	24	132	7	562	39	10	1251	8	11	82	2	549	6	14	952	17	0	18	85	0	507	13	"Cd7 CD7 antigen"
"ENSMUSG00000025170"	375	9	39	20	6	31	903	11	17	471	8	31	22	49	613	12	13	473	12	81	20	12	48	795	8	8	"Rab40b Rab40B, member RAS oncogene family"
"ENSMUSG00000025171"	93	87	263	228	292	206	520	152	4970	113	148	177	368	217	385	200	4511	116	192	403	304	353	289	474	201	3624	"Ubtd1 ubiquitin domain containing 1"
"ENSMUSG00000025176"	17	34	39	3016	5868	103	52	15	707	19	32	3376	4893	66	54	24	952	14	8	25	3529	5611	151	36	20	813	"Hoga1 4-hydroxy-2-oxoglutarate aldolase 1"
"ENSMUSG00000025189"	2784	144	5	474	12	0	1	15	303	2570	80	451	7	0	5	3	307	2778	114	0	425	15	5	7	1	414	"Cnnm1 cyclin M1"
"ENSMUSG00000025192"	337	4692	104	388	110	188	63	295	94	283	2549	515	167	114	69	267	77	376	2330	136	401	314	231	117	273	62	"Entpd7 ectonucleoside triphosphate diphosphohydrolase 7"
"ENSMUSG00000025194"	5	25480	0	8962	24132	3	3	3	41	6	15185	9735	28835	8	1	6	25	8	2625	0	2326	21502	0	0	1	32	"Abcc2 ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"ENSMUSG00000025196"	2	73	0	28	13697	101	0	7	34	12	290	1550	12877	82	5	2	384	5	473	0	77	16047	143	0	11	93	"Cpn1 carboxypeptidase N, polypeptide 1"
"ENSMUSG00000025197"	1	156	0	25	20764	8	57	5	39	6	119	476	17570	19	65	2	43	0	52	0	50	2574	15	11	1	64	"Cyp2c23 cytochrome P450, family 2, subfamily c, polypeptide 23"
"ENSMUSG00000025203"	44430	860	1403	1252	209	16858	954	3056	6712	25159	1128	2371	183	12720	1676	2014	4871	22642	923	2229	1144	323	12642	2051	2290	4418	"Scd2 stearoyl-Coenzyme A desaturase 2"
"ENSMUSG00000025207"	933	9589	48	2340	12690	108	29	52	444	1029	8529	1991	28248	115	32	60	379	1026	8523	25	2649	23829	132	55	71	437	"Sema4g sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"ENSMUSG00000025221"	1517	156	3395	17	1	17	5	31	782	2874	196	28	1	28	16	41	479	2283	256	3626	26	6	40	11	16	571	"Kcnip2 Kv channel-interacting protein 2"
"ENSMUSG00000025243"	9	119	14	5748	16	8	7	4	36	11	245	5953	5	4	10	7	33	11	93	0	5735	3	4	11	4	30	"Slc6a20b solute carrier family 6 (neurotransmitter transporter), member 20B"
"ENSMUSG00000025257"	17	34	23	59	72	52	38	18	1405	25	34	62	76	48	31	19	1093	12	39	8	103	53	35	18	22	1345	"Ribc1 RIB43A domain with coiled-coils 1"
"ENSMUSG00000025271"	17	50	279	33	756	34	2563	86	127	21	42	51	1098	46	2249	69	77	24	29	225	24	1066	47	2773	71	119	"Pfkfb1 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"ENSMUSG00000025272"	4705	18	44	11	40	54	26	18	110	4825	22	14	35	32	40	22	81	4800	14	17	20	41	56	62	42	64	"Tro trophinin"
"ENSMUSG00000025279"	3	696	14	13	2880	56	20	3882	114	8	1527	56	2357	20	6	5608	159	6	936	34	12	2765	42	7	3587	95	"Dnase1l3 deoxyribonuclease 1-like 3"
"ENSMUSG00000025321"	2249	25	94	5012	9	25	21	9	22	1576	11	2290	8	20	30	12	24	1041	21	89	1100	12	23	11	9	19	"Itgb8 integrin beta 8"
