"epidermis__standard_1h"	"epidermis__140mM_1h"	"epidermis__140mM_3h"	"epidermis__140mM_8h"	"epidermis__140mM_20h"	"epidermis__140mM_32h"	"epidermis__140mM_48h"	"cortex__standard_1h"	"cortex__140mM_1h"	"cortex__140mM_3h"	"cortex__140mM_8h"	"cortex__140mM_20h"	"cortex__140mM_32h"	"cortex__140mM_48h"	"endodermis__standard_1h"	"endodermis__140mM_1h"	"endodermis__140mM_3h"	"endodermis__140mM_8h"	"endodermis__140mM_20h"	"endodermis__140mM_32h"	"endodermis__140mM_48h"	"stele__standard_1h"	"stele__140mM_1h"	"stele__140mM_3h"	"stele__140mM_8h"	"stele__140mM_20h"	"stele__140mM_32h"	"stele__140mM_48h"	"Annotation"
"CESA4..IRX5..NWS2"	7.857291	6.400185	5.853875	5.084682	5.314698	5.631919	5.56131	8.54508	7.42509	8.090499	7.653687	7.663776	7.619684	7.470364	8.877095	8.748296	8.814262	8.165878	7.59612	8.404152	7.847533	9.337617	10.62486	10.913653	11.345993	10.271213	10.51739	10.628893	"Encodes a cellulose synthase involved in secondary cell wall biosynthesis. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling., Encodes a cellulose synthase involved in secondary cell wall biosynthesis. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling., Encodes a cellulose synthase involved in secondary cell wall biosynthesis. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
"ATCLH2..CLH2"	4.496428	2.957486	4.091028	2.386194	3.281447	2.196697	3.96719	4.451572	5.314104	4.781997	3.831577	4.784119	4.797598	4.823293	5.204372	3.585709	4.966167	5.477718	5.64041	5.917643	5.802642	5.442152	5.73119	6.558799	5.926658	5.406482	6.663718	6.297934	"Encodes a chlorophyllase, the first enzyme in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to chlorophyllide and phytol. AtCLH2 has a typical signal sequence for the chloroplast. Gene expression does not respond to methyljasmonate, a known promoter of senescence and chlorophyll degradation., Encodes a chlorophyllase, the first enzyme in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to chlorophyllide and phytol. AtCLH2 has a typical signal sequence for the chloroplast. Gene expression does not respond to methyljasmonate, a known promoter of senescence and chlorophyll degradation."
"AGO10..PNH..ZLL"	4.527843	3.802197	4.80908	4.516871	3.332055	2.582778	5.135926	5.556222	4.908328	5.518951	5.283795	5.54975	4.899093	5.476517	6.822977	6.513222	6.711589	5.906025	5.969729	6.505833	6.69876	7.141173	7.424763	7.917958	7.658822	7.217817	7.84979	8.295192	"Encodes a member of the EIF2C (elongation initiation factor 2c)/  Argonaute class of proteins. Required to establish the central-peripheral organization of the embryo apex. Along with WUS and CLV genes, controls the relative organization of central zone and peripheral zone cells in meristems. Acts in embryonic provascular tissue potentiating WUSCHEL function during meristem development in the embryo., Encodes a member of the EIF2C (elongation initiation factor 2c)/  Argonaute class of proteins. Required to establish the central-peripheral organization of the embryo apex. Along with WUS and CLV genes, controls the relative organization of central zone and peripheral zone cells in meristems. Acts in embryonic provascular tissue potentiating WUSCHEL function during meristem development in the embryo., Encodes a member of the EIF2C (elongation initiation factor 2c)/  Argonaute class of proteins. Required to establish the central-peripheral organization of the embryo apex. Along with WUS and CLV genes, controls the relative organization of central zone and peripheral zone cells in meristems. Acts in embryonic provascular tissue potentiating WUSCHEL function during meristem development in the embryo."
"TOPP6"	5.774045	5.791791	5.829336	5.086826	4.987196	5.239828	4.534643	7.927559	7.77009	7.651215	6.383498	6.852827	6.679978	6.957057	9.281857	8.530213	8.888778	7.762678	8.594787	8.937095	8.704888	7.982781	9.894967	9.787749	8.822659	9.391118	9.94491	9.587089	"encodes a type I serine/threonine protein phosphatase expressed in expressed in roots, rosettes and flowers."
"ATPT4..PHT1.3..PHT3"	6.672292	5.671991	5.140329	4.377289	5.001733	3.429493	3.218052	6.925837	4.943772	6.040466	5.60491	4.377447	5.264478	5.779364	6.697667	5.288276	5.310741	5.36638	2.420647	3.823506	4.516788	7.721259	5.84962	5.62214	5.578994	6.033947	5.336284	4.880425	"Encodes Pht1;3, a member of the Pht1 family of phosphate transporters which include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341)., Encodes Pht1;3, a member of the Pht1 family of phosphate transporters which include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341)., Encodes Pht1;3, a member of the Pht1 family of phosphate transporters which include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341)."
"BKI1"	4.249122	3.125888	3.910276	3.603665	3.892914	1.981327	1.974083	7.322681	6.339014	6.428573	5.778694	5.930743	6.246976	6.149918	7.10633	5.587534	6.005445	6.488264	6.411837	6.953286	6.687396	6.940577	5.141925	5.657808	5.795078	5.147345	5.012017	4.05759	"Encodes a plasma-membrane associated phosphoprotein that interacts directly with the kinase domain of BRI1.  It interferes with the interaction between BRI1 with its signalling partner, the plasma membrane localised LRR-receptor kinase BAK1."
"CYP705A12"	7.480438	7.703223	7.750049	7.36362	7.213727	9.087894	7.838412	7.381931	7.640373	8.38602	8.822197	9.859427	9.70245	10.14299	6.429817	5.077041	5.55269	5.772737	6.127901	6.437308	5.778371	7.251095	7.11052	6.306179	6.178335	7.168414	6.567214	7.488926	"a member of the cytochrome P450 family"
"MRN1"	8.076258	7.744725	7.665797	6.57505	7.595822	10.018988	9.060636	7.40377	7.782665	8.152507	9.460746	11.996926	11.393538	12.464463	7.01215	5.675394	5.725559	3.853723	6.538047	6.842482	7.535946	8.497477	9.029318	8.589609	7.225262	9.612933	9.63972	9.803051	"Encodes an oxidosqualene synthase that produces the monocyclic triterpene marneral."
"ASFT..HHT..RWP1"	6.435822	6.373843	6.891949	6.612611	5.251219	5.184324	5.527779	9.516208	8.896634	10.895186	10.57024	7.818866	7.871123	8.486723	11.850915	13.160952	14.385319	13.753881	12.660221	11.321016	11.685144	10.258486	9.900285	12.273838	11.218345	9.144757	8.103583	7.745573	"Encodes a feruloyl-CoA transferase required for suberin synthesis. Has feruloyl-CoA-dependent feruloyl transferase activity towards substrates with a primary alcohol., Encodes a feruloyl-CoA transferase required for suberin synthesis. Has feruloyl-CoA-dependent feruloyl transferase activity towards substrates with a primary alcohol., Encodes a feruloyl-CoA transferase required for suberin synthesis. Has feruloyl-CoA-dependent feruloyl transferase activity towards substrates with a primary alcohol."
"BEL1"	3.570843	2.930422	2.855777	4.217605	4.674744	3.104026	2.094195	4.087903	2.258277	4.356105	4.456173	4.708835	2.967546	4.402252	2.796181	3.663872	2.567821	3.553289	2.21007	3.8143	3.210746	5.54601	5.507929	5.501149	4.481064	2.752952	3.502874	4.997133	"Homeodomain protein required for ovule identity.Loss of function mutations show homeotic conversion of integuments to carpels.Forms heterodimers with STM and KNAT1. Interacts with AG-SEP heterodimers is thought to restrict WUS expression. BEL interacts with MADS box dimers composed of SEP1(or SEP3) and AG, SHP1, SHP2 and STK. The interaction of BEL1 with AG-SEP3 is required for proper integument development and specification of integument identity."
"GLIP1"	3.501756	3.066483	4.076413	2.198899	2.834594	4.150846	4.394139	1.845182	2.956406	4.880972	4.772161	3.490249	3.590423	3.746587	3.643566	3.487835	7.707876	7.943571	6.831861	5.492905	6.119241	4.210577	3.631537	4.909071	4.327352	4.151715	4.162496	3.665713	"Component of plant resistance.  Contains lipase signature motif and GDSL domain.  Directly interferes with the fungal infection process by acting on fungal cell walls through its action as a antimicrobial compound.  Critical component for both local and systemic resistance responses in the incompatible interaction with Alternaria brassicicola in the ethylene-dependent pathway."
"DRB5"	7.044297	8.128456	8.672153	7.91333	7.458344	8.419939	8.168115	6.105483	6.590104	6.910802	6.510958	6.71007	6.871913	6.543224	5.174387	6.054721	5.332429	4.494049	5.320005	5.233236	6.000529	4.784888	5.504907	4.784308	5.184039	4.866186	5.637425	5.852595	"Encodes a double-stranded RNA binding protein."
"BHLH136..BNQ1..PRE1"	4.797561	3.434151	4.680592	3.305238	4.412092	4.109985	4.252566	4.352092	3.739904	4.653114	3.914506	4.366523	4.008708	2.645669	3.402385	2.933185	3.493993	4.348149	2.085959	4.275077	3.184231	5.001812	4.163096	4.639242	3.557394	5.202109	4.605583	4.590811	"Encodes PRE1 (PACLOBUTRAZOL RESISTANCE1).  PRE1 and IBH1 form a pair of antagonistic HLH/bHLH transcription factors that function downstream of BZR1 to mediate brassinosteroid regulation of cell elongation.  BNQ1 is directly and negatively regulated by AP3 and PI in petals.Required for appropriate regulation of flowering time., Encodes PRE1 (PACLOBUTRAZOL RESISTANCE1).  PRE1 and IBH1 form a pair of antagonistic HLH/bHLH transcription factors that function downstream of BZR1 to mediate brassinosteroid regulation of cell elongation.  BNQ1 is directly and negatively regulated by AP3 and PI in petals.Required for appropriate regulation of flowering time., Encodes PRE1 (PACLOBUTRAZOL RESISTANCE1).  PRE1 and IBH1 form a pair of antagonistic HLH/bHLH transcription factors that function downstream of BZR1 to mediate brassinosteroid regulation of cell elongation.  BNQ1 is directly and negatively regulated by AP3 and PI in petals.Required for appropriate regulation of flowering time."
"ATBR6OX..BR6OX..BR6OX1..CYP85A1"	4.1607013	2.4897415	2.206484	0.9807556	1.0119907	1.5443798	1.9574211	6.3949146	3.4864922	5.7973511	2.6657481	4.5168344	2.616988	3.8871726	4.9857394	3.6314413	2.497279	3.0470615	1.1709476	4.807835	4.1693819	5.9113861	2.2024948	3.2874215	2.4191862	4.6821599	3.6054037	5.0825765	"Encodes a polypeptide involved in the C-6 oxidation of brassinosteroids. Heterologous expression of the protein in yeast conferred the ability to catalyze multiple reactions in which the C-6 position of 6-deoxocastasterone, 6-deoxotyphasterol, 3-dehydro-6-deoxoteasterone and 6-deoxoteasterone are oxidized., Encodes a polypeptide involved in the C-6 oxidation of brassinosteroids. Heterologous expression of the protein in yeast conferred the ability to catalyze multiple reactions in which the C-6 position of 6-deoxocastasterone, 6-deoxotyphasterol, 3-dehydro-6-deoxoteasterone and 6-deoxoteasterone are oxidized., Encodes a polypeptide involved in the C-6 oxidation of brassinosteroids. Heterologous expression of the protein in yeast conferred the ability to catalyze multiple reactions in which the C-6 position of 6-deoxocastasterone, 6-deoxotyphasterol, 3-dehydro-6-deoxoteasterone and 6-deoxoteasterone are oxidized., Encodes a polypeptide involved in the C-6 oxidation of brassinosteroids. Heterologous expression of the protein in yeast conferred the ability to catalyze multiple reactions in which the C-6 position of 6-deoxocastasterone, 6-deoxotyphasterol, 3-dehydro-6-deoxoteasterone and 6-deoxoteasterone are oxidized."
"GLP6"	3.201607	3.76037	4.033109	4.520816	5.059056	4.169352	4.287994	3.8021	4.510706	3.075846	2.412562	4.077923	2.583866	4.456013	4.764518	3.614726	3.864264	5.645098	5.088685	2.020869	4.734468	5.794127	3.29415	2.807921	4.050732	4.941252	3.435201	3.366804	"germin-like protein (GLP6)"
"PMI15"	4.941626	4.447704	5.234324	4.606842	5.163686	5.927079	5.751269	4.596223	3.523753	4.80389	5.288675	5.157615	5.449642	4.84891	4.496926	2.915921	5.104816	5.662878	4.854608	4.670435	4.61752	4.333907	4.989273	3.479928	3.963612	3.493907	5.100176	3.870208	"Involved in chloroplast avoidance movement under high-light intensities"
"PDLP7"	6.057061	4.839196	4.294569	4.174301	4.81678	4.196536	3.809708	7.099821	6.225942	6.561722	6.055314	6.277424	6.255312	5.97635	7.315211	7.028953	5.48029	6.204812	6.533982	6.78502	6.620088	6.975514	7.429262	6.535732	7.46464	7.574643	7.790355	7.607226	"Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata. The protein has two DUF26 domains and a single transmembrane domain."
"ATSUS5..SUS5"	5.240798	5.306223	3.522365	2.74694	3.498718	5.19695	5.262925	3.127738	4.275574	5.104125	3.332086	5.320013	5.007526	5.345868	4.841167	5.795473	4.801916	5.285911	6.046	5.390535	4.51495	4.459461	5.425899	5.274513	6.031448	5.657341	4.624571	6.506982	"Encodes a protein with sucrose synthase activity (SUS5)., Encodes a protein with sucrose synthase activity (SUS5)."
"CYP716A2"	5.259268	4.336863	4.149426	3.904082	4.005907	4.104999	4.601202	4.82075	3.454681	3.9515	3.73947	4.485169	3.906026	5.682064	3.851393	4.205715	3.085963	4.128194	2.618764	3.754245	1.740558	7.697704	4.875691	5.748381	3.768196	5.458649	5.195466	5.599986	"member of CYP716A"
"ATYSL2..YSL2"	6.170547	5.460656	5.449312	6.387214	5.678236	6.222782	5.271713	7.833554	7.836546	7.943052	8.231231	7.455315	7.528725	7.884749	8.748789	9.949973	10.467355	10.18304	9.445026	8.725963	8.653712	8.401963	9.542093	9.492896	9.847703	8.685339	9.003351	8.718163	"closest Arabidopsis homolog of Zea maize metal-phytosiderophore/metal-nicotianamine transporter ZmYS1, closest Arabidopsis homolog of Zea maize metal-phytosiderophore/metal-nicotianamine transporter ZmYS1"
"SQP2"	8.498123	8.280299	7.078266	5.073434	7.071717	6.79725	5.904209	8.558268	8.543037	8.039575	7.779138	8.94493	8.716848	8.41028	8.196805	7.457725	6.332615	4.197448	6.808001	6.976848	6.119973	9.83925	8.805432	8.655804	8.082147	9.844301	9.231235	7.988143	"Encodes a protein with similarity to squalene monoxygenases."
"ATXR6..SDG34"	5.611249	4.88401	6.323475	6.604433	6.470155	7.197982	6.950975	3.874862	4.973486	5.412587	6.163739	6.25848	6.024031	5.600452	1.875345	4.815673	2.989514	5.704593	5.053359	5.87175	5.714877	4.653445	2.529732	4.160506	5.29435	4.684445	4.612766	5.38623	"Encodes a SET-domain protein, a H3K27 monomethyltransferases required for chromatin structure and gene silencing. Regulates heterochromatic DNA replication.  Contains a PCNA-binding domain.  ATXR6 accumulates preferentially during the late G1 or S phase, suggesting that it plays a role in cell-cycle regulation or progression., Encodes a SET-domain protein, a H3K27 monomethyltransferases required for chromatin structure and gene silencing. Regulates heterochromatic DNA replication.  Contains a PCNA-binding domain.  ATXR6 accumulates preferentially during the late G1 or S phase, suggesting that it plays a role in cell-cycle regulation or progression."
"AAP7"	5.950227	4.696839	5.085391	4.614781	4.802164	5.761662	4.813968	6.236155	5.682566	6.456222	5.735756	6.282656	6.290787	6.472007	7.840748	7.198169	7.643903	7.032854	8.836452	8.0185	8.633204	7.603772	8.322264	8.391135	7.155934	7.924618	8.412705	8.7371	"Encodes nonfunctional amino acid transporter.  AAP7 is the most distantly related member of the AAP family, a group of well characterized amino acid transporters within the ATF1 superfamily. Expression of this gene has not been detected with RNA gel blots or promoter GUS studies."
