"root_total__control"	"root_total__hypoxia"	"root_p35S__control"	"root_p35S__hypoxia"	"root_pSCR__control"	"root_pSCR__hypoxia"	"root_pSHR__control"	"root_pSHR__hypoxia"	"root_pWOL__control"	"root_pWOL__hypoxia"	"root_pGL2__control"	"root_pGL2__hypoxia"	"root_pSUC2__control"	"root_pSUC2__hypoxia"	"root_pSultr2.2__control"	"root_pCO2__control"	"root_pCO2__hypoxia"	"root_pPEP__control"	"root_pPEP__hypoxia"	"root_pRPL11C__control"	"root_pRPL11C__hypoxia"	"shoot_total__control"	"shoot_total__hypoxia"	"shoot_p35S__control"	"shoot_p35S__hypoxia"	"shoot_pGL2__control"	"shoot_pGL2__hypoxia"	"shoot_pRBCS__control"	"shoot_pRBCS__hypoxia"	"shoot_pSUC2__control"	"shoot_pSUC2__hypoxia"	"shoot_pSultr2.2__control"	"shoot_pCER5__control"	"shoot_pCER5__hypoxia"	"shoot_pKAT1__control"	"shoot_pKAT1__hypoxia"	"metadata"
"iqd21"	4.9091938825	4.78122730566667	5.21260978566667	5.2236793435	4.7567103385	5.0670313245	5.029930801	4.7911716495	4.7557159525	4.669376069	4.81895190466667	4.931278913	4.7065991885	5.067001072	4.76615704	4.6188925265	4.66902679	4.69535154	4.8449352295	5.050167492	5.3610414585	7.90757163266667	7.38003170266667	7.545872493	7.163305414	7.3823106845	7.419917932	7.4206723655	7.028678266	7.6992585495	7.454572902	8.370364529	8.8558654965	8.6795923755	9.986383612	9.2601690165	"SF16 -like protein SF16 protein, pollen specific, helianthus annuus, PIR:T13992;supported by full-length cDNA: Ceres:39013."
"DCF"	4.1740390125	4.20726668666667	4.165215742	4.2223933395	4.1551573725	4.1946589825	4.12697143	4.201224407	4.1924089945	4.168130296	4.26558149766667	4.3667396875	4.2252808975	4.0614466735	4.358208892	4.187358111	4.1173587825	4.24836573	4.397428487	4.12560251	4.2732360305	9.85269040866667	9.072282058	9.1459795995	9.166706426	10.016603453	9.9776846785	8.769608272	8.0673749155	9.754174624	9.741685908	11.47650481	12.12934889	11.591570165	9.8727836675	9.3007048465	"putative protein hypersensitivity-related hsr201 protein - Nicotiana tabacum,PIR2:T03274"
"PEX11B"	4.65878339675	4.75394185066667	4.72603136	4.861857631	4.831393886	4.8308948455	4.6509701455	4.690990826	4.538190881	4.6035772845	4.860404867	5.099283807	4.8235695455	4.521974011	4.641011894	4.9930381795	4.6406469585	4.854937931	4.8026429725	4.649280989	4.8597148605	8.89531290733333	10.0918666643333	8.8051468005	10.07938553	8.1959152385	9.863191281	9.4145450865	10.631741585	6.6491561315	7.6636416265	8.6837557255	6.369679453	8.4960872875	9.3355968	10.69508824	"putative protein PMP31 protein - Candida boidinii,PIR2:S50280;supported by full-length cDNA: Ceres:28351."
"CAB4.LHCA4"	6.68189158675	6.99081539866667	6.15520522666667	6.099206716	5.942495379	5.3580382535	6.367850497	5.9572248705	6.3485387445	5.9452686475	6.33539081433333	6.1381117535	6.5898508295	6.2026803445	6.96572982	6.2146510355	6.17268415	8.569339451	7.306358021	5.874540603	5.4781098415	13.0417222866667	12.75033063	12.53817262	12.26470325	12.21599166	12.1048392	12.478977415	12.17421091	13.050291225	13.172242065	12.534948205	11.853820015	11.942315735	12.720266355	12.108506495	"CHLOROPHYLL A-B BINDING PROTEIN 4 PRECURSOR homolog CHLOROPHYLL A-B BINDING PROTEIN 4 PRECURSOR (LHCI TYPEIII CAB-4) - Arabidopsis thaliana, SWISSPROT:CB24_ARATH;supported by full-length cDNA: Ceres:2531."
"PTAC16"	4.698527948	4.62799628333333	4.62735479966667	4.7835050915	4.6965021675	4.814128703	4.528472119	4.672935188	4.724287377	4.6688908415	4.67040211666667	4.769054916	4.691851806	4.708974258	4.6620441765	4.59623909	4.5686311035	4.856277904	4.7414209765	4.6231238235	4.769930508	10.4357873926667	10.3947103343333	9.548081233	9.585930885	8.753270214	8.8331646755	10.235063245	9.9675357465	9.339614287	9.062895864	9.3001762715	7.923334687	8.326576968	9.700259842	9.727998334	"putative protein  ; supported by cDNA: gi_13605913_gb_AF367356.1_AF367356"
"RPP13"	4.67239654125	4.89128782466667	4.670727283	4.910273239	4.407752711	4.6993309025	4.5677463585	4.786880009	4.76203112	4.814694961	5.22903631633333	5.2223936725	4.6629036895	4.6809352255	5.095701757	4.806528426	4.707659885	6.4157007585	5.985378073	4.929706631	5.006325757	8.55426474133333	8.36243709	8.004616605	8.087601761	8.3085227615	8.41229291	8.4226423805	8.4906931255	6.906620158	7.1785526165	8.5776960595	8.7604827305	8.323241685	8.54847588	7.972845734	"disease resistance protein RPP13-like protein disease resistance protein RPP8 - Arabidopsis thaliana, EMBL:AF089710; supported by cDNA: gi_14334999_gb_AY037179.1_"
"NPF2.5"	11.1486785675	10.95030694	9.927263971	9.732014056	10.73155502	10.0749514565	10.382797675	9.9018901545	11.173285785	10.25217264	11.05308784	10.400723075	10.519163055	9.71197668	10.80105427	11.23921182	10.56597353	12.18228849	11.75425385	10.21038062	10.1129075695	6.24752855766667	5.974362651	5.193817542	5.108523542	5.197154134	5.100418847	4.9982318055	5.1213577075	5.6729527585	4.9144173485	5.723843244	5.6018535225	4.980426389	6.657329411	5.7563016295	"putative transporter protein peptide transport protein - Hordeum vulgare, PIR:T04378"
"ATLOX2.LOX2"	4.351195461	4.323605864	4.57247908566667	4.5920642585	4.484343234	4.345374024	4.4443952795	4.5503751885	4.379932181	4.424744264	4.50965266366667	4.510129742	4.5263989955	4.46436376	4.5151763965	4.5035282845	4.413008088	4.630916179	4.450445215	4.548389835	4.518194953	10.1519564273333	10.5623000733333	8.7777704005	9.522685	8.851894275	9.2080409245	9.616915749	9.427577014	7.149651739	7.7914081475	9.4829447705	6.2650362125	7.065933783	9.865405174	10.49269496	"lipoxygenase AtLOX2  ; supported by cDNA: gi_431257_gb_L23968.1_ATHATLO"
"FAR4"	7.7764223245	7.20700504733333	6.981211145	6.5900214635	10.0350163255	9.9292713175	7.6113260455	7.312838925	8.159511024	8.1366756285	7.90164414766667	6.993637216	7.4143202605	7.4678262165	7.3026793955	8.331966648	8.2573749245	5.76936023	6.307008377	6.773544536	6.281988964	4.89044256966667	4.79377246866667	4.546464941	4.719665379	4.6990005685	4.5849744795	4.7727000695	4.7704059955	4.5513963175	4.6480588095	4.5308563075	4.548699086	4.715548662	4.7038226245	4.71676225	"acyl CoA reductase - protein acyl CoA reductase, Simmondsia chinensis, EMBL:AF149917"
"LTPG2"	7.99340244225	6.99010185033333	7.59333767133333	7.0920892425	7.3575611925	6.074097114	6.692973631	6.461653804	7.044473975	6.631244753	7.880904842	6.918558311	6.921302511	6.12328057	7.0136186825	8.8774701815	6.889807854	5.7022601495	5.76933113	7.3342664125	6.4166243955	11.5045824333333	10.5240803133333	11.819153335	11.52015669	12.01574426	11.94506294	11.02058329	10.56497946	10.677733	9.535596365	12.254051245	13.379456095	12.06659347	12.20728024	11.870280545	"lipid-transfer protein-like protein nonspecific lipid transfer protein, loblolly pine, PIR:S51816;supported by full-length cDNA: Ceres:8461."
"ATSUS4.SUS4"	8.09481495925	13.50205147	8.61358076366667	13.35931551	7.6633211445	13.67341412	8.1383051385	13.536526625	8.3568709465	13.47917604	10.0145590773333	13.78402205	12.03797438	13.94959425	10.92950443	7.8617523725	13.49391857	8.1346121805	14.380710935	8.927624443	14.17111965	6.180336606	9.927122132	5.9317006625	9.5237186965	6.8704931	9.8706439165	6.1250246855	8.754138048	9.0958907395	10.37221679	6.8840195815	5.4819017365	9.4418229375	6.3464286695	9.776104431	"sucrose synthase -like protein SUCROSE SYNTHASE (SUCROSE-UDP GLUCOSYLTRANSFERASE), Arabidopsis thalina, SWISSPROT:SUS1_ARATH; supported by cDNA: gi_14334569_gb_AY034958.1_"
"FKBP16.2.PnsL4"	4.843743218	5.22217451133333	5.311303504	5.29338519	4.861454183	5.1164971085	5.2121944375	5.49359201	5.197047103	5.1906107395	5.09292145933333	5.341068067	5.2146805885	5.0901661215	4.9202999605	4.8665790425	5.2408036635	5.0249647615	5.028938196	5.1518856235	5.2097424585	9.29968187266667	9.366774167	8.665260394	8.959497896	7.933459575	8.2192217965	9.1682794575	9.2960370795	6.8898831065	7.2258354705	8.1675790205	6.2757722075	7.3203229735	8.6722992675	8.9212004735	"hypothetical protein ; supported by cDNA: gi_15529203_gb_AY052226.1_"
"AtFBA2.FBA2"	6.62078647525	6.17115703366667	7.39674314	7.2056779835	6.490021999	5.6821859535	6.402561103	6.4030935125	6.742260013	6.410055084	8.30387071733333	7.838144224	7.6926508195	7.3713105355	7.548495229	6.146688939	5.9238643235	8.1376464435	7.365701745	6.608966981	6.7008435235	13.7464639466667	13.7777613566667	13.147846845	13.503032845	12.81661973	13.19873794	13.414793135	13.419956895	12.482888515	12.766865775	13.219620835	11.723625725	12.516050365	13.48214863	13.781312315	"putative fructose-bisphosphate aldolase fructose-bisphosphate aldolase (EC 4.1.2.13)- rice, PIR2:T02057; supported by cDNA: gi_16226652_gb_AF428455.1_AF428455"
"ATCAD9.CAD9"	7.740051258	7.29148790166667	6.016863703	5.9082271365	7.5272286565	6.620631488	6.3134840335	6.348648051	6.31216958	7.06185715	7.063639596	6.6183211785	6.412565257	5.844708681	6.853487131	7.9405829405	6.9579369135	5.836848675	5.743207157	5.741113989	5.8382017395	11.97857429	11.8741397066667	11.98871873	11.916642265	12.556514925	12.578263675	11.4151523	10.90280443	11.12449556	11.544261645	12.900768745	13.72586626	13.277603975	11.84810396	11.762686695	"cinnamyl-alcohol dehydrogenase CAD1  ;supported by full-length cDNA: Ceres:34593."
"ATPRP4.PRP4"	8.426824119	7.31478042033333	8.858946606	7.8552270565	8.0131219435	8.30644254	7.877275452	7.794367834	7.4544187155	7.6593889875	8.55919711466667	8.1948279245	7.989793011	8.316064439	7.892548614	8.0626884925	8.8720287755	7.435734967	7.967529681	7.9608805175	8.7156417425	13.5548875333333	13.1274322466667	12.852040195	13.11106427	13.50653834	13.722874715	12.18015969	12.05803286	12.248494255	12.36687686	13.829525515	14.528713785	14.41262532	13.300988085	13.93555594	"extensin - like protein proline-rich protein, Solanum tuberosum, AJ000997;supported by full-length cDNA: Ceres:2315."
"SAUR14"	4.777309949	4.77866489833333	4.84003942033333	4.9864600915	4.93827329	4.87405913	4.748028133	4.9886230175	4.646802417	4.850160428	4.57644723666667	4.9534311935	4.9101384795	4.772148783	4.6394009255	4.713369523	4.834380876	4.933528094	4.998529929	4.5430779255	4.7671943865	9.05589933866667	9.36044281733333	9.5817352775	9.9790396965	9.438461739	10.319595645	9.6177444975	10.249029525	7.777129633	7.636084284	9.554736266	9.6541341905	9.946534557	8.8313909875	9.663745138	"auxin-induced protein - like auxin-inducible SAUR gene, Raphanus sativus,AB000708;supported by full-length cDNA: Ceres:10140."
"ATCAD7.CAD7.CHR.ELI3.ELI3.1"	4.62068628375	4.58132175833333	4.50321406466667	4.880309808	4.511751783	4.537947942	4.593530272	4.733625701	4.2745945895	4.473955562	4.51379149466667	4.846483139	4.5197744945	4.6937008365	4.5202051485	4.525286194	4.4583792985	4.8181374945	4.3586061025	4.179507462	4.6504961035	8.98566875	9.608109451	9.433112103	9.2829253705	9.873645326	10.0728871565	9.454158899	9.5684524705	8.5745742005	8.75853816	10.376510735	11.43817894	10.92965655	8.5989560045	8.8468675205	"cinnamyl-alcohol dehydrogenase ELI3-1  ; supported by cDNA: gi_13430625_gb_AF360225.1_AF360225"
"XTH7"	5.493912657	5.173810661	6.83916659266667	5.9651251025	6.9050713865	5.751419908	7.8156644065	7.4050974415	8.518286757	7.265012377	8.559244812	7.3249527715	5.73065352	5.7540483135	8.1305501435	6.99068714	5.764512762	5.920904967	5.466505711	7.3662653845	6.8619686325	11.8436681166667	11.68568666	12.235197015	12.284633085	12.987139775	13.196853265	11.53179716	11.380077405	12.136949575	11.689672555	13.119812405	13.96132302	13.577112565	13.549471995	13.464322495	"endo-xyloglucan transferase - like protein endo-xyloglucan transferase, Gossypium hirsutum, D88413;supported by full-length cDNA: Ceres:142634."
"VQ29"	4.46020906775	6.97198698466667	4.532589984	6.5123316235	4.42604656	9.51044854	4.4447316705	7.9579014615	4.502615227	8.3642007565	4.410528944	6.825045898	4.6094251735	6.6125392005	4.3317880415	4.5815426995	8.288029952	4.5234099085	8.216650265	4.4856688535	6.6807794635	4.52152991133333	4.64061448266667	4.702405712	5.2758544525	4.6937118275	4.9398413855	4.871016212	5.0437257235	4.5832802485	4.833891177	4.588785194	4.6876637245	4.7539999195	4.7301550985	4.7053686045	"putative protein predicted protein, Arabidopsis thaliana;supported by full-length cDNA: Ceres:207350."
"ATSEN1.DIN1.SEN1"	6.04610134375	9.12288792466667	6.196184509	8.614106504	5.5793457515	9.9691515045	5.7865204705	9.445821807	6.245081054	10.73265182	6.445550162	8.9911139565	5.8820786735	9.8334716695	6.198856046	6.8063992125	11.674485855	6.6071300935	11.582024585	4.9262543405	8.6975850345	10.7782092233333	10.85374295	11.318747945	11.725240475	11.30273999	11.879011075	11.84087823	12.111876165	9.3573015855	9.42469563	11.07599077	9.3513783285	11.21178711	11.425087795	11.919090915	"senescence-associated protein sen1 identical to senescence-associated protein GI:1046270 from [Arabidopsis thaliana] ;supported by full-length cDNA: Ceres:13699."
"XCP1"	9.8089662135	9.87505389	10.2979469746667	10.49867004	8.776887183	9.110766796	11.14303707	11.01119445	10.38413017	10.72009543	8.20731767	8.779310368	8.880034914	8.822386713	8.7781093855	8.8221110335	9.5521270915	8.2494033765	8.6695576115	10.85054364	10.18803196	6.71902536033333	6.30911901933333	6.6847031975	6.402037822	5.4302697565	5.606996511	4.9504949795	5.1151259425	6.0154198925	6.145185956	6.0082377525	4.8657165055	4.9700484375	5.814678755	5.9670144245	"cysteine protease XCP1 identical to papain-type cysteine endopeptidase XCP1 GI:6708181 from [Arabidopsis thaliana]"
"MRL1.PDE346"	5.424289886	5.46892314866667	5.40632782	5.518806781	5.681159386	5.287595818	5.5475620995	5.3623056365	5.759710896	5.6497880895	5.42098639733333	5.7095159095	5.644802927	5.3784596695	5.82225396	5.6107198355	5.370338214	6.0239588215	5.8000104425	5.460064777	5.436309203	9.50261936066667	9.830831529	8.7008230695	9.0085754995	8.9654806195	9.0697548355	9.6216562705	9.359232007	8.2326797735	8.6249927785	9.685855543	8.4930292315	8.8548686195	9.353626552	9.630236298	"putative protein"
"SEP1"	6.36404827725	6.75457658033333	7.14801765566667	6.908159343	6.387258213	6.310405897	6.8782490555	6.695129036	6.823292862	6.8849957675	6.81721273333333	6.627010804	6.58620285	6.2261738905	6.8786089115	6.321572679	6.4258654145	7.330288495	6.890992939	7.0458646605	6.5734721475	11.13146195	11.1240139866667	11.27791994	11.471779345	10.72968948	10.95018847	11.603174515	11.500003265	10.71717798	10.3364587	10.91417745	9.6332963515	9.9756900855	11.23087958	10.998635995	"putative protein  ;supported by full-length cDNA: Ceres:8742."
"WIP5"	4.79177632925	10.88775476	5.07265871666667	12.029893305	5.0387206465	11.961182785	5.192040836	12.242823805	5.052718456	12.002311075	5.30429388333333	11.236570315	5.065011527	10.54325679	4.8391322455	4.909148125	10.763677805	4.7445683085	10.853048365	5.1204432085	11.964711995	6.15025468133333	10.3410130346667	6.6570761485	11.35313507	6.7044577735	11.42298616	7.036357819	11.223283545	5.1895682005	9.365991488	5.155866958	5.846803579	11.09682885	6.13706497	11.34067281	"putative protein  ;supported by full-length cDNA: Ceres:17194."
"ATPME44.PME44"	5.64550624225	5.29621240566667	4.99993463133333	4.8406514655	5.149803404	4.7043245845	5.3413903215	5.1310446485	5.1132309885	4.747407808	5.26445260433333	5.1554811115	4.8149091735	4.518608707	4.9343573605	5.3771806275	5.209236108	4.579068835	4.5551593355	4.8118463225	4.987893669	9.719045278	9.27523990733333	9.4433259525	9.6042334245	10.0997209925	10.325537635	8.512133639	8.3029096165	8.5862366255	8.5551007265	9.9980566445	11.75327334	11.193501335	8.391056421	8.731273348	"pectinesterase - like protein pectinesterase, Prunus persica, X95991; supported by cDNA: gi_14190428_gb_AF378892.1_AF378892"
"ATH1"	4.248492986	4.25288900566667	4.340468752	4.306314343	4.3500180715	4.250837568	4.3438486155	4.347827582	4.270659298	4.2165523535	4.362183108	4.1917525555	4.2314915145	4.1012175315	4.3465016955	4.266315985	4.240020285	4.318329721	4.2356329115	4.1258764585	4.2730997785	7.56638613033333	7.60495917166667	7.1190390635	6.88059025	7.100386494	7.2430925475	7.509435146	7.1895096075	5.6449610195	6.013089165	7.6098156405	6.990142237	6.0260952535	8.7386591535	8.6788586615	"homeobox gene ATH1"
"ATCBL10.CBL10.SCABP8.ATCBL10.CBL10.SCABP8"	4.92586747925	4.93752290566667	4.86806645966667	4.8019655435	4.8418659065	5.6167375475	5.139437554	5.256904129	4.8764575855	5.2456158915	5.12797180066667	5.1560466595	4.7537470575	5.3233332225	4.919690531	5.1550449345	5.5610969545	4.946146861	4.8728976095	4.6705819945	4.5316629355	8.63215393333333	8.309180968	8.0904619265	8.3140184265	8.485114956	8.7341061985	8.0983563695	8.1111067605	7.0332239495	6.762218434	8.9731662645	9.0641349765	9.108590902	8.5997554245	8.8326265375	"putative protein (fragment) calcineurin B, Naegleria gruberi, gb;U04380"
"AtPDC1.PDC1"	6.54584375825	14.75292125	6.52244824433333	14.67117378	7.349492365	14.797427205	7.3308462875	14.702426805	7.6421793385	14.687457595	7.549624058	14.47416627	6.3359305615	14.139726205	9.22308683	7.8006977185	14.56812743	7.7276199985	15.00391424	7.4345521365	14.9632592	7.47094591666667	13.5864121233333	7.859177851	13.230366425	7.9189026185	13.71451568	8.254009281	12.799469145	5.539717746	12.72816427	5.6829635005	7.980270565	13.97929961	8.795202918	13.211056055	"pyruvate decarboxylase-1 (Pdc1)"
"GDU1"	7.59095558575	9.206832735	9.275651714	10.23988812	6.2452156425	8.564409791	8.171017653	10.61977838	8.09512691	10.302282485	8.561894728	10.061913212	8.3030930775	9.425047663	8.627108657	6.762094124	8.5054747385	6.745957794	8.83041788	8.6214554965	10.58002672	5.00083416666667	6.43476790366667	5.3872910625	6.9121447055	5.4368573295	7.2372067675	4.61206692	5.489614634	5.565152966	6.87629962	5.4877979625	4.4790364485	4.864895818	5.001354408	6.53925232	"hypothetical protein"
"PSAE.1"	6.56262723525	6.38316100866667	7.79384824533333	7.2599224935	7.0250762695	6.3017821965	6.993310427	7.4073609295	6.9538278665	7.227098629	7.85062824433333	7.7068413835	6.232718184	6.4838442135	7.39922755	6.935822478	6.6571982235	7.7077443825	8.0261925635	6.67744606	6.4017119225	13.5847061466667	13.4644450766667	13.950912485	13.98496259	13.48742924	13.811173165	13.795234425	13.92966168	13.510353365	13.059336305	13.986729565	12.438836155	12.450284655	14.057252565	14.02217746	"photosystem I subunit PSI-E - like protein photosystem I chain IV precursor, Hordeum vulgare, PIR1:F1BH4; supported by cDNA: gi_11692883_gb_AF324694.1_AF324694"
"PSB28"	6.24591233525	6.12354257766667	6.56520465266667	6.6566016095	6.1831728705	5.824305398	6.184746326	6.165986451	6.4079305635	6.330579477	6.53052627933333	6.289934905	6.589932433	6.0240878675	6.3383806435	5.7645558525	5.6281293745	6.3375621745	6.217441522	6.51284501	6.303043765	10.09685545	10.3398554833333	10.801140155	10.875494765	10.012881031	10.389341835	11.09857189	11.242572115	9.533985188	8.9880270465	9.445913738	7.780356381	8.567403186	9.927045175	10.234646485	"photosystem II protein W - like photosystem II protein W, Porphyra purpurea, PIR2:S73268; supported by full-length cDNA: Ceres: 2419."
"REC2"	5.6256367895	5.500797634	5.77647483466667	5.8122342775	5.6628884245	5.629938934	5.582229181	5.910566344	5.4614943075	5.3857330665	5.51143057233333	5.747300787	5.7679755495	5.524570866	5.5619263305	5.624213341	5.566389663	5.5348923405	5.6705722515	5.548750639	5.865368831	10.73082023	10.67926325	9.9199266165	9.7958877305	9.1283528955	9.383766114	10.37896	10.480861255	8.5309958995	8.1055831065	8.565731868	7.7112316325	7.944346206	9.977732727	10.41772593	"putative protein 150-kD protein, Dictyostelium discoideum, gb:U49332"
"PORB"	6.6260251035	6.49773324233333	7.12008271366667	7.616024015	6.456461198	6.669515097	6.92997521	6.8170976695	7.083761651	6.572166612	7.26955841233333	7.2728073825	6.8167346835	6.6361328335	7.6656675675	6.5131208275	6.4412537885	7.9039504255	7.2709730665	7.053530163	6.9256385	12.24243051	12.10316758	11.945431455	11.685341705	11.37764244	11.26770884	12.35792637	11.778224835	12.532691725	12.66095994	12.498455335	11.26786939	11.007237415	12.335859435	11.842020095	"protochlorophyllide reductase precursor  ;supported by full-length cDNA: Ceres:36741."
